,name,link,caption_top,caption_bottom,local_link,votes
431,Y U No,/Y-U-No,404,Y U Not FOUND,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,45
432,Y U No,/Y-U-No,memegenerator!!!,y u no let me upload new picture!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,45
433,Y U No,/Y-U-No,THESIS,Y U NO WRITE YOURSELF?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
434,Y U No,/Y-U-No,ChilEANS!,Y u no play minecraft!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
435,Y U No,/Y-U-No,This generation,y u no use proper grammar?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
436,Y U No,/Y-U-No,brain,y u no focus on test?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
437,Y U No,/Y-U-No,ROOMMATES,Y U NO TURN OFF LIGHTS WHEN U LEAVE ROOM?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
438,Y U No,/Y-U-No,"ALl The PsyCHICS, ASTrologers, tarot readers",Y U no play poker and win big?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
439,Y U No,/Y-U-No,College,Y U NO CHEAP,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
440,Y U No,/Y-U-No,KONY,Y U NO TAKE JUSTIN BIEBER?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
441,Y U No,/Y-U-No,facebook,y u no have facepalm button?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
442,Y U No,/Y-U-No,Mc donald's,y u no deliver?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
443,Y U No,/Y-U-No,myspace,y u no give up?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
444,Y U No,/Y-U-No,"English Professors,",Y U think story have hidden message?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
445,Y U No,/Y-U-No,JUSTINE BIEBER,Y U NO STAY IN JAIL?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,44
446,Y U No,/Y-U-No,Make milkshake,Boys y u no in my yard,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
447,Y U No,/Y-U-No,philosophy degree,y u no give me job,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
448,Y U No,/Y-U-No,Meme,y U make me procrastinate,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
449,Y U No,/Y-U-No,FACEBOOK,y u always change,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
450,Y U No,/Y-U-No,Philosoraptor,why u no everything,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
451,Y U No,/Y-U-No,YouTube,Y U look so different?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
452,Y U No,/Y-U-No,Dora,y u no get gps,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
453,Y U No,/Y-U-No,ADELE,Y U NO FIND SOMEONE LIKE ME?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
454,Y U No,/Y-U-No,attractive people on campus,y u no in my class?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
455,Y U No,/Y-U-No,ELEVATOR CLOSE BUTTON,y u no work?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
456,Y U No,/Y-U-No,CaMERA,Y U NO MAKE ME LOOK GOOD?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
457,Y U No,/Y-U-No,MILKSHAKE,Y U NO bring boys to the yard?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
458,Y U No,/Y-U-No,if you like it,y u no put a ring on it,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
459,Y U No,/Y-U-No,One does not simply,use the wrong meme,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
460,Y U No,/Y-U-No,warriors,y u no come out to play?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
461,Y U No,/Y-U-No,.01% of germs,Y u no die,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
462,Y U No,/Y-U-No,y u no make,y u no memes?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,43
463,Y U No,/Y-U-No,nyan cat,y u no stop?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
464,Y U No,/Y-U-No,SKYRIM,Y U NO LET ME SLEEP,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
465,Y U No,/Y-U-No,facebook,y u no have dislike button?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
466,Y U No,/Y-U-No,I wrote instruction,y u no read?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
467,Y U No,/Y-U-No,Fast food,Y u no make me fast?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
468,Y U No,/Y-U-No,eyebrow #1,y u not same as eyebrow #2,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
469,Y U No,/Y-U-No,y u no leave baby at home,for batman premiere?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
470,Y U No,/Y-U-No,BLACK PEOPLE..,Y U NO SURVIVE IN SCARY MOVIE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,42
471,Y U No,/Y-U-No,MC HAMMER,Y U NO LET ME TOUCH THIS?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
472,Y U No,/Y-U-No,skyrim,y u no let me think about other things,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
473,Y U No,/Y-U-No,america,y u no have kinder eggs??,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
474,Y U No,/Y-U-No,"Ugly girl, Y U PLAY HARD TO GET?",WHEN U HARD TO WANT,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
475,Y U No,/Y-U-No,KANYE WEST,Y U NO INTERRUPT MY CLASS,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
476,Y U No,/Y-U-No,chickens,y u no dance?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
477,Y U No,/Y-U-No,PIKACHU,Y U NO EVOLVE?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
478,Y U No,/Y-U-No,COD Character,Y U NO die when i headshot u,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
479,Y U No,/Y-U-No,Olympic closing ceremony,y u no have doctor who?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
480,Y U No,/Y-U-No,Victoria,Y U NO TELL SECRET,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
481,Y U No,/Y-U-No,Microsoft Word,Y U No use times new roman size 12 font as your default font setting?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,41
482,Y U No,/Y-U-No,adele,why u no find someone like me?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
483,Y U No,/Y-U-No,bird,y u no see window,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
484,Y U No,/Y-U-No,wisdom teeth,y u no wise?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
485,Y U No,/Y-U-No,haters,y u no stop hatıng?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
486,Y U No,/Y-U-No,"Follows 157493 ppl on twitter, tumblr",y u no follow me back?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
487,Y U No,/Y-U-No,YOU,y u no get off internet and do something,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
488,Y U No,/Y-U-No,Brains,y u no remember at exam?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
489,Y U No,/Y-U-No,MEme genErator,Y u no change new images?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
490,Y U No,/Y-U-No,parents,y u no tell kids shut up at restaurant ?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
491,Y U No,/Y-U-No,Obama,Y U NO Live in black house?!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
492,Y U No,/Y-U-No,football players,y u no listen to me when i shout at tv?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
493,Y U No,/Y-U-No,France helped United Sates fight in the Revolutionary War,United States Y U No help France fight in the French Revolution?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
494,Y U No,/Y-U-No,,Y U NO VEGAN,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,40
495,Y U No,/Y-U-No,Headphones,Y U No stay untangled,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
496,Y U No,/Y-U-No,not sure if i'm retarded,or just using the wrong meme,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
497,Y U No,/Y-U-No,Zombieland 2,Y U No being made?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
498,Y U No,/Y-U-No,Facebook,Y U no keep one design?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
499,Y U No,/Y-U-No,pharoah,y u no let my people go?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
500,Y U No,/Y-U-No,mom,y u talk while im watching tv!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
501,Y U No,/Y-U-No,refrigerator,y u no have food?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
502,Y U No,/Y-U-No,WOMEN,Y U NO MAKE SENSE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
503,Y U No,/Y-U-No,gas prices,y u no go down as fast as you go up?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,39
504,Y U No,/Y-U-No,Haddaway,Y u no tell us what love is,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
505,Y U No,/Y-U-No,Coffee,y u no...zzz,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
506,Y U No,/Y-U-No,XBOX,Y U NO LET ME STUDY,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
507,Y U No,/Y-U-No,ROOMMATE,Y U no WARN ME OF SEXY TIME?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
508,Y U No,/Y-U-No,balls,y u no itch at appropriate times?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
509,Y U No,/Y-U-No,Marijuana,Y U No smell inconspicuous?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
510,Y U No,/Y-U-No,FINGERTIPS,Y U NO SHOOT FORCE LIGHTNING?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
511,Y U No,/Y-U-No,Rihanna,y u no remember ur name?!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
512,Y U No,/Y-U-No,SoPA PIPA,Y U NO block your own websites?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
513,Y U No,/Y-U-No,CLASS,Y U NO ASK QUESTIONS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
514,Y U No,/Y-U-No,stupid girls,y u no like decent good guys,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
515,Y U No,/Y-U-No,amy whinehouse,y u no go to rehab,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
516,Y U No,/Y-U-No,Earbud Headphones,y u no stay in ears?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
517,Y U No,/Y-U-No,Mass effect 3,y u no end well?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
518,Y U No,/Y-U-No,Girlfriend,y u no accept your cuteness,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
519,Y U No,/Y-U-No,FUTURAMA FRY,Y U NO SURE OF ANYTHING,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
520,Y U No,/Y-U-No,Fox News,Y u no have news on foxes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
521,Y U No,/Y-U-No,meme generator,y u no guess the language used?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,38
522,Y U No,/Y-U-No,haters,yu no like my gay music,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
523,Y U No,/Y-U-No,Princess,y u no in this castle?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
524,Y U No,/Y-U-No,Honey Badger,y u no give a shit,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
525,Y U No,/Y-U-No,memegenerator.com,y u no have bookmark picture?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
526,Y U No,/Y-U-No,money,y u no grow on trees?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
527,Y U No,/Y-U-No,"""Y"" KE ON M KEBOARD",u NO WORK PROPERL?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
528,Y U No,/Y-U-No,facebook,why you no have down vote,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
529,Y U No,/Y-U-No,u,y u no studying!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
530,Y U No,/Y-U-No,DORa,Y U NO GET GPS??,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
531,Y U No,/Y-U-No,HAMBURGER,Y U NO MADE OF HAM?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
532,Y U No,/Y-U-No,British weather,y u no make sense?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
533,Y U No,/Y-U-No,the simpsons,y u no give up,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
534,Y U No,/Y-U-No,THROWSHOTGG,ÝU NO TEAM FIGHT AS 5 WHEN UR TEAM AHEAD,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
535,Y U No,/Y-U-No,has 3 drinks,y u no able to get boner?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
536,Y U No,/Y-U-No,NETFLIX,Y U NO HAVE BIG BANG THEORY ON INSTANT WATCH?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
537,Y U No,/Y-U-No,Textbooks,WHY Y U NO HAVE CTRL+F?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
538,Y U No,/Y-U-No,Apple,y u no use google maps,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
539,Y U No,/Y-U-No,internet,y u no let me study,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
540,Y U No,/Y-U-No,Bed,Why U SO COMFORTABLE IN MORNING AND NOT IN NIGHT?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
541,Y U No,/Y-U-No,Victoria,y u no tell secret,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
542,Y U No,/Y-U-No,knowledge,y u no stay in brain,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
543,Y U No,/Y-U-No,YOU!,y u no stop reading memes and get back to work,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
544,Y U No,/Y-U-No,Memes,Why don't you use correct grammar?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
545,Y U No,/Y-U-No,Grades,y u no smoke weed and get high,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
546,Y U No,/Y-U-No,Google Plus,Y U make Youtube crap?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
547,Y U No,/Y-U-No,Mexicans no take ur job if,U work instead of making meme,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
548,Y U No,/Y-U-No,Stop talking about fortnite,You gonna get dumbo,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,37
549,Y U No,/Y-U-No,Rebecca black,y u no pick seat,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
550,Y U No,/Y-U-No,me,y u still alone?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
551,Y U No,/Y-U-No,people,y u no vote me up,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
552,Y U No,/Y-U-No,Kony,y u no get arrested like jason?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
553,Y U No,/Y-U-No,balls,y u no drop?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
554,Y U No,/Y-U-No,NBC !!!!,Y U CUT TO Commercials during olympic EVENTS?!?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
555,Y U No,/Y-U-No,carley rae jepson,y u no give me phone number,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
556,Y U No,/Y-U-No,lysol,y u no kill other 0.1% of germs,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
557,Y U No,/Y-U-No,FOX nEws,Y u no have news about foxes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
558,Y U No,/Y-U-No,Memegenerator.net,y u no load properly anymore?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
559,Y U No,/Y-U-No,potato CHIPS,Y U NO FULL WHOLE  BAGS,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,36
560,Y U No,/Y-U-No,Internet explorer,Y U so slow,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
561,Y U No,/Y-U-No,WEEKENDS,Y U NO LAST LONGER!!!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
562,Y U No,/Y-U-No,CALCULATORS,Y U NO HAVE A SIMPLE TURN OFF BUTTON?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
563,Y U No,/Y-U-No,sKYRIM MAN,WHY U NO DODGE THE ARROW!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
564,Y U No,/Y-U-No,Niners!,Y u no beat giants?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
565,Y U No,/Y-U-No,LIfe,y u no stop screwing people,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
566,Y U No,/Y-U-No,elevator Door close button,y u no close elevator door?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
567,Y U No,/Y-U-No,UGANDANS,Y U NO HIDE YO KIDS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
568,Y U No,/Y-U-No,windows 7,y u no stop configuring updates and boot the hell up?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
569,Y U No,/Y-U-No,ladies!,y u no stop doing duck face?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
570,Y U No,/Y-U-No,Antiviruse,Y U no better than virus?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
571,Y U No,/Y-U-No,neighbors,y u no remove wifi passwords?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
572,Y U No,/Y-U-No,fedex,y u come when no one is home,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
573,Y U No,/Y-U-No,tarzan u been in jungle whole life,y u no have beard,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
574,Y U No,/Y-U-No,WALKING DEAD,Y U NO DECOMPOSE ALREADY,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
575,Y U No,/Y-U-No,Lady in car behind me,Y U No pluck chin hairs at home?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
576,Y U No,/Y-U-No,yu want me have vasectomy?,Y U No like sperm?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,35
577,Y U No,/Y-U-No,modern pop artists,y u no as good as in the 70's,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
578,Y U No,/Y-U-No,VEGETARIANS,y u no stop eating my food's food?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
579,Y U No,/Y-U-No,mc hammer,y u no let ME touch this?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
580,Y U No,/Y-U-No,FACEbook chat,Y u no let me see who's online when I appear offline?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
581,Y U No,/Y-U-No,service,y u no available?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
582,Y U No,/Y-U-No,FART,Y U NO SMELL LIKE THE FOOD I JUST ATE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
583,Y U No,/Y-U-No,y u no guy,y u no know grammar,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
584,Y U No,/Y-U-No,ASH KETCHUM,Y U NO CATCH THEM ALL,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
585,Y U No,/Y-U-No,Service engine light,y u no go away,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
586,Y U No,/Y-U-No,Wall mart,Y u no sell walls?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
587,Y U No,/Y-U-No,FAST FOOD,Y U NO MAKE ME FAST,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
588,Y U No,/Y-U-No,fry,y u no sure of anything?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
589,Y U No,/Y-U-No,one does not simply,use correct meme,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
590,Y U No,/Y-U-No,New youtube,y u no centered?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
591,Y U No,/Y-U-No,bald 'y u no' guy,y u no has sexy hair like me??,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
592,Y U No,/Y-U-No,.01% of germs,Y u no die?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
593,Y U No,/Y-U-No,memegenerator.net,y u no already see that i typed my meme in english?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,34
594,Y U No,/Y-U-No,america and england,y u no use si system,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
595,Y U No,/Y-U-No,Christmas music,y u start so early?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
596,Y U No,/Y-U-No,Neutrinos,Y U No Slow Down?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
597,Y U No,/Y-U-No,RICK ASTLEY,Y U NO GIVE ME UP?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
598,Y U No,/Y-U-No,Rick astley,y u no give me up?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
599,Y U No,/Y-U-No,Dora The explorer,y u no get gps?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
600,Y U No,/Y-U-No,shit,y u no come out,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
601,Y U No,/Y-U-No,MTV,Y U NO PLAY MUSIC VIDEOS ANYMORE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
602,Y U No,/Y-U-No,meme makers,y u no check spelling?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
603,Y U No,/Y-U-No,Socislism,Belong in concentration camps,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
604,Y U No,/Y-U-No,Y U no like Joe biden,He like your daughter!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,33
605,Y U No,/Y-U-No,MEME GENERATOR,y u ask for language when i post a meme?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
606,Y U No,/Y-U-No,steve jobs,y u no live forever??,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
607,Y U No,/Y-U-No,memegenerator,y u no remember my language?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
608,Y U No,/Y-U-No,weekend,Y U not started yet,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
609,Y U No,/Y-U-No,VILLAGE PEOPLE,Y M C A?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
610,Y U No,/Y-U-No,REPUBLICANS,Y U NO INCREASE TAX FOR THE WEALTHIEST 1%?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
611,Y U No,/Y-U-No,METALLICA,Y U NO MAKE ANOTHER THRASH ALBUM ?!!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
612,Y U No,/Y-U-No,DEXTER,Y U NO DO BIEBER,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
613,Y U No,/Y-U-No,Skyrim guard,Y U No have knee armour?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
614,Y U No,/Y-U-No,AmericanS,Y u no mind own business,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
615,Y U No,/Y-U-No,TED mosby,y u no meet your wife,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
616,Y U No,/Y-U-No,auto correct,y u no read my mind?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
617,Y U No,/Y-U-No,youtube in fullscreen,Y U no keep buffer!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
618,Y U No,/Y-U-No,philosoraptor,y u no ask google?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
619,Y U No,/Y-U-No,Spanish people,y u post memes no one understands,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
620,Y U No,/Y-U-No,hand,y u no fit in pringles can,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
621,Y U No,/Y-U-No,LOUD FART,Y U NO STINK???,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
622,Y U No,/Y-U-No,space between my arms,y u no blue?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
623,Y U No,/Y-U-No,Robben,y u no stop shooting penalties,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
624,Y U No,/Y-U-No,one does not simply,use the wrong meme,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
625,Y U No,/Y-U-No,MONEY,Y U NO BELONG TO ME,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
626,Y U No,/Y-U-No,crappy meme creators,y u no stop,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
627,Y U No,/Y-U-No,SHABBIRV,Y U NO GO OUTSIDE FOR ONCE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
628,Y U No,/Y-U-No,People,Y U NO MAKE GOOD MEMES,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
629,Y U No,/Y-U-No,Everyone,Y U No use memes correctly?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
630,Y U No,/Y-U-No,government,y u no govern?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
631,Y U No,/Y-U-No,Y U No,"get drunk, and rock out to led-zeppelin?",/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
632,Y U No,/Y-U-No,when your teacher gives you homework,on the last week of school,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,32
633,Y U No,/Y-U-No,pandemic ii,y u no let me kill madagascar?!?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
634,Y U No,/Y-U-No,AMerica,Y u no leave britney alone?!?!?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
635,Y U No,/Y-U-No,snorlax,y u no move out of the way,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
636,Y U No,/Y-U-No,english majors,y u no choose real major?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
637,Y U No,/Y-U-No,cool people,y u no go to lemonparty.org?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
638,Y U No,/Y-U-No,play cod and shoot you in the face 3 times but get shot in the foot and die,y u no realistic,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
639,Y U No,/Y-U-No,SKYRIM MERCHANTS,Y U NO HAVE MORE GOLD?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
640,Y U No,/Y-U-No,hot girl I wanna stalk,why u no make a timeline?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
641,Y U No,/Y-U-No,Facebook,Y U NO STAY SAME?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,31
